shash,genre,years,alt,heading,text
e937fa1180d09e5f,csr_philanthropy,"2019,2020",0.017,Business & product inclusion,"In 2018, Google spent $400 million with businesses owned by people from underrepresented groups 4 ."
b06de5a632454980,mission_scope,2012,0.260,Ten things we know to be true,"Our hope is to bring the power of search to previously unexplored areas, and to help people access and use even more of the ever-expanding information in their lives."
12fee4dfd3fe86bf,mission_scope,2008,0.256,Top 10 Reasons to Work at Google,"Uniting the world, one user at a time."
6941532a987f8052,mission_scope,"2021,2022",0.232,What are some of the responsibilities Google has?,Can we really make it available to all humans in a responsible way?
7e148b5ca50b740e,mission_scope,"2014,2015,2016",0.221,Google: A great workplace for women,"At Google, our mission is to organize the world’s information and make it universally accessible. ..."
243801b8871d5168,mission_scope,2018,0.212,Our accelerated approach to diversity and inclusion,Google’s mission is to organize the world's information and make it universally accessible and useful.
4ab7375630cfcff8,mission_scope,"2019,2020",0.212,Google diversity annual report 2019,Google’s mission is to organize the world's information and make it universally accessible and useful.
793cee29e1f58a98,mission_scope,2021,0.194,Why is belonging important at Google?,Think about it: organizing the world’s information and making it universally accessible and useful.
968453e2f9da9d14,mission_scope,2012,0.188,Ten things we know to be true,And our researchers continue looking into ways to bring all the world’s information to people seeking answers.
186a733cc98b402d,mission_scope,2021,0.180,Why is belonging important at Google?,Pedro : The mission of Google has never been more relevant than today.
d30b4a81819a9337,mission_scope,"2018,2019",0.179,3. Overarching strategy,And it aligns with our mission: to organize the world’s information and make it universally accessible and useful.
55ba75b01f534e74,mission_scope,"2023,2024",0.167,Find your team,"Together, we create access to information and build products for everyone."
3ca1dcb0b8317780,mission_scope,2025,0.163,2 Strengthening our culture of bold and responsible innovation,We work as Team Google - one mission-driven team that solves meaningful challenges for our users while cheering each other on along the way.
aee332f471b0f099,mission_scope,"2021,2022",0.159,What are some of the responsibilities Google has?,john : One of our big issues in the world today is knowledge.
b1dde4efbf2c71bc,mission_scope,2012,0.158,Ten things we know to be true,"Our company was founded in California, but our mission is to facilitate access to information for the entire world, and in every language."
b43f2b4fba7f955c,mission_scope,2012,0.156,Google+,"In June 2011, we introduced the Google+ project, aimed at bringing the nuance and richness of real-life sharing to the web, and making all of Google better by including people, their relationships and their interests."
b1220c0d78f8f06d,mission_scope,"2014,2015,2016",0.151,Do Cool Things That Matter,Googlers solve complex problems everyday in the name of our core mission to organize the world’s information and make it universally accessible to our users.
5f4c0edaf121c1b1,mission_scope,2012,0.139,What we do for the web,"We’re also committed to the open web, so we’re involved in various projects to make it easier for developers to contribute to the online ecosystem and move the web forward."
d5cf86d9e4ab2431,mission_scope,2014,0.123,,"Search volume around the world, visualized on the WebGL Globe Google’s mission is to organize the world’s information and make it universally accessible and useful."
ad3ce5cd314693ba,mission_scope,2004,0.121,,"With more than 82 million visitors every month, Google has become an essential part of everyday life—like a good friend—connecting people with the information they need to live great lives. 2."
3706e6063b4117fa,mission_scope,"2003,2004,2005",0.116,,Google's approach is to foster creativity and cooperation in the pursuit of a common goal: creating the world's best search service .
0859d46a0d4ec5ae,mission_scope,2012,0.116,Ten things we know to be true,"With these tools and the help of volunteer translators, we have been able to greatly improve both the variety and quality of services we can offer in even the most far–flung corners of the globe."
a5df58fbeea49865,mission_scope,2008,0.077,Life at Google,"Google has offices around the globe, from Bangalore to Zurich, but regardless of where we are, we nurture an invigorating, positive environment by hiring talented, local people who share our commitment to creating search perfection and want to have a great time doing it."
556997c3881d6088,mission_scope,2012,0.067,Ten things we know to be true,"Since the beginning, we’ve focused on providing the best user experience possible."
c8b5ff12d0d88e3f,mission_scope,2012,0.027,Ten things we know to be true,"Whether we’re designing a new Internet browser or a new tweak to the look of the homepage, we take great care to ensure that they will ultimately serve you , rather than our own internal goal or bottom line."
306d5ffb1f006851,mission_scope,"2023,2024",0.006,Find your team,Equip businesses with the right tools to help them grow.
ea2a0b5cc07c8033,mission_scope,2012,0.003,Ten things we know to be true,Google search works because it relies on the millions of individuals posting links on websites to help determine which other sites offer content of value.
d46b11ca50a62767,mission_scope,2012,-0.014,Ten things we know to be true,Focus on the user and all else will follow.
4b347a74c6e0cdc0,mission_scope,2012,-0.055,Ten things we know to be true,You don’t need to be at your desk to need an answer.
3bec3c170bdce065,mission_scope,2025,-0.055,Supporting community businesses,Business owners in the U.S. can add attributes to their Business Profiles that customers can see in their listings on Google Search and Google Maps.
a6ad7e463cbd3e7e,other,"2005,2006,2007",0.240,,There's still so much for us to dream and do.
031b662f96db3e40,other,"2021,2022",0.232,Why is belonging important at Google?,Can we recognize that we’re all human?
a4b35b20f4d14573,other,"2021,2022",0.217,How do you feel about the future of this work?,"So I hope that we are starting to be more bridge builders, being more deliberate both at the institutional level as well as the personal level."
3e5a21ab7e3d9576,other,"2021,2022",0.208,"Building diversity, equity, and inclusion into our workplace, products, and programs is at the heart of creating a more helpful Google for everyone. When we get this right, we ensure that everyone feels like they belong at Google and beyond.","We hope you’ll join us on this ongoing journey of listening, learning, and taking action."
34b94b5f816e2b46,other,"2021,2022",0.207,Why is belonging important at Google?,"That’s what we’re striving for, and I think Google is a really wonderful platform and company to advance that."
04f3aa47a2fad9fa,other,2023,0.199,We’re building belonging through:,A more inclusive Workplace Learn more Co-creation in our Products Learn more Unlocking opportunity in Society Learn more
b392a768c9fde3bb,other,"2021,2022",0.194,How do you feel about the future of this work?,"These problems are going to be with us for a while, but I hope we see more expressions of bridging, more expressions of empathy, and, frankly, I’m hoping that Google’s space in this is more robust internally and externally."
809f0177c5fdc47e,other,"2023,2024",0.192,We’re building belonging through:,A more inclusive Workplace Learn more Co-creation in our Products Learn more Unlocking opportunity in Society Learn more A more inclusive Workplace Learn more Co-creation in our Products Learn more Unlocking opportunity in Society Learn more
14265e12bdd173be,other,"2018,2019",0.176,From unconscious bias to conscious action,"To help provide tools and build skills to overcome bias, we’ve taken this work further."
9d98fcb9e30eab12,other,"2021,2022",0.176,Why is belonging important at Google?,Corporations like Google are being called upon to do more.
2ea1194c0b39c2d4,other,"2021,2022",0.176,How do you feel about the future of this work?,"I am heartened by the executive leadership at Google, and I’m really encouraged by this and I find incredible hope there too"
f73088ad72156a21,other,"2020,2021,2022",0.175,Build For Everyone,Thank you for joining us on this journey.
a54de83e728d8956,other,"2022,2023",0.174,Explore more of our belonging work,That’s why we’re committed to making every day more sustainable.
7e09356359ec597a,other,"2022,2023,2024,2025",0.173,Pushing for more authentic representation of people with disabilities,The stories we tell shape the way we see each other and ourselves.
bc872b523b876a76,other,"2018,2019",0.169,Investing in tomorrow’s talent,"To date, we’ve engaged over 1,500 students through the Google in Residence program, and look forward to serving many more."
0a5f9d84b23d8bc0,other,"2014,2015,2016",0.160,Going green for good,We want people to feel good about using Google products.
820423fd28e4855f,other,"2022,2023",0.160,"In a world where everyone belongs, anything is possible.","ERNEST JOHNSON: Being able to set somebody on a better path in their life, I can't put into words the satisfaction you get from something like that."
7e6cb55c38b0120f,other,"2022,2023",0.153,"In a world where everyone belongs, anything is possible.","CASSANDRA JOHNSON: No matter what background you are, your experiences, at the core of it is your heart and your soul."
602138b8edc7e48a,other,"2019,2020",0.151,What would it take (for tech to reflect its consumer base)?,This initiative will help students develop the skills and confidence they need for the future.
a7a7bf9261dca576,other,"2020,2021,2022",0.148,Build For Everyone,Google is growing to fulfill that vision.
ae6e70cf3dfcff77,other,"2021,2022",0.148,How do you feel about the future of this work?,"john : If we’re going to sustain this, we have to make it sustainable and create institutions, cultures, possibilities."
5e9f867d0f496288,other,"2018,2019",0.144,From unconscious bias to conscious action,"Changing the way we think about bias is a huge and complex task, both inside and outside Google."
c3f1d9a3b598bd2e,other,"2014,2015,2016",0.138,Thinking big: Larry Page talks moon shots,"This perspective is not limited to our engineering teams and technical roles, but extends to all Googlers who share a desire to challenge what’s possible."
c7a895168c54d7da,other,2012,0.136,Ten things we know to be true,"Through innovation and iteration, we aim to take things that work well and improve upon them in unexpected ways."
7ab334503ebe751a,other,2003,0.135,,Here's a glimpse into a typical day in the life. ••• YOU can be part of this experience! •••
80344235dd4e7047,other,2012,0.135,Ten things we know to be true,We hope it does—and you can hold us to that.
cde30fefd3737a91,other,2008,0.133,Top 10 Reasons to Work at Google,Being a part of something that matters and working on products in which you can believe is remarkably fulfilling.
a957946ce7ca81eb,other,2025,0.132,Fostering community and belonging for LGBTQ+ Googlers and allies through employee resource groups,"In 2009, Googlers marched in cities around the U.S. to honor the 40th anniversary of the Stonewall riots."
1758dbc8d3bc9ba8,other,2012,0.130,Ten things we know to be true,"Ultimately, our constant dissatisfaction with the way things are becomes the driving force behind everything we do."
1bb0d5adab3301e7,other,"2018,2019",0.128,From unconscious bias to conscious action,"In 2017, we expanded our Decoding Race series, which grappled with wide-ranging topics on race, reaching over 15,000 Googlers."
508ab7d4fb0c0554,other,"2023,2024,2025",0.128,Our locations,"Large or small, each one of our offices is designed to inspire innovation, big ideas, and community."
437401d824c15f18,other,"2018,2019",0.127,Google diversity annual report 2018,That’s why we’re making some changes to how we approach diversity and inclusion at Google.
604a718df77ec1a2,other,2012,0.124,Ten things we know to be true,"We see being great at something as a starting point, not an endpoint."
33d1ddb154d7ce41,other,"2019,2020",0.124,Google diversity annual report 2019,"Since then, we’ve used this report to show progress towards a more representative workforce, and share both what we’ve learned along the way and our commitments moving forward."
5cd6a5d16e588563,other,"2018,2019",0.122,Leadership,"of Google’s leaders are women (Global, 2017) We have made progress in our leadership ranks, by gender and ethnicity."
c0766e3acfb85bfe,other,"2018,2019",0.120,Conclusion,We look forward to inviting you back next year to see what progress we make.
6d272e48a5cc12ab,other,2012,0.118,Ten things we know to be true,"We believe that great, creative things are more likely to happen with the right company culture–and that doesn’t just mean lava lamps and rubber balls."
61403bb6154ae2ad,other,"2019,2020",0.118,Product area highlights,This will lead to a better camera for everyone.” “I care passionately about our products.
ea7db87cc8e25651,other,"2004,2005,2006,2007",0.117,,Being a part of something that matters and working on products in which you can believe is remarkably fulfilling. 3.
446e072ffa3bc149,other,"2018,2019",0.116,Fostering inclusion for all,"The Greygler ERG also brings seniors to Google to experience the culture, promotes student coding by sponsoring Hour of Code events, and hosts Talks@Google with speakers such as Vint Cerf, Atul Gawande, and Dan Cohen, the founder of Music and Memory."
2d17923c5a6daa33,other,2012,0.115,Out of the office,"There’s now a team of “doodlers” and we’ve posted more than 1,000 different doodles on homepages worldwide."
92b28f7bd0ef7d40,other,2012,0.113,Google Los Angeles,We do not intend to become one.”
87f29db2fbc54845,other,"2019,2020",0.113,Community inclusion,Click here to learn more about Live Transcribe .
1863993738aa7c8b,other,"2022,2023",0.113,"In a world where everyone belongs, anything is possible.","GIRL: It feels nice not to be like, “Oh, she’s a special kid."
a4035553d0f28650,other,2012,0.112,Ten things we know to be true,"We set ourselves goals we know we can’t reach yet, because we know that by stretching to meet them we can get further than we expected."
b4068ca2eb5f3682,other,"2018,2019",0.111,Current workforce representation numbers,"It’s been a year since we last reported Google’s workforce representation numbers, so where are we today 1 ?"
1d5a38e088043bca,other,"2021,2022",0.111,From awareness to action,"First company-wide goal for diversity, equity, and inclusion is set."
fc837d1c38fb76ca,other,2018,0.110,Investing in tomorrow’s talent,"Students engaged at HBCUs through Google in Resdience campus program The number of schools we recruit from, up from 75 in 2014"
be36f66089a1dd1c,other,"2022,2023",0.110,"In a world where everyone belongs, anything is possible.","MAYA SCOTT: Very much in our lives, we’re invited to watch or listen, instead of witnessing or doing."
8f0f87b81926e2ca,other,"2021,2022",0.108,How do you feel about the future of this work?,They know the journey ahead of us.
0e1e053d5408f09c,other,"2019,2020",0.107,What would it take (for tech to reflect its consumer base)?,"If so, what would an industry-wide diversity standard in the tech industry look like?"
7ca82036c5b7de24,other,"2023,2024",0.107,Find your team,"Find, grow, and support the people who make Google great."
815516dad0fc16aa,other,"2018,2019",0.105,From unconscious bias to conscious action,We know that having meaningful conversations around race can be difficult and uncomfortable.
5bd7d47308edfbbb,other,"2018,2019",0.105,2. Increasing transparency,"We aim to take the conversation—and our work—to the next level as we further refine our approach, so this year we’ve published new and more detailed workforce representation data."
1768068e2c083e3a,other,"2021,2022",0.105,"Building diversity, equity, and inclusion into our workplace, products, and programs is at the heart of creating a more helpful Google for everyone. When we get this right, we ensure that everyone feels like they belong at Google and beyond.",And we will continue to hold ourselves accountable.
bba50549f3f763dc,other,"2018,2019",0.104,3. Overarching strategy,"Set a high bar for Google and Googlers to operate in accordance with our values, our Code of Conduct, and the law."
c0134038b82d90cd,other,2019,0.104,Investing in tomorrow’s talent,"Students engaged at HBCUs through Google in Residence campus program The number of schools we recruit from, up from 75 in 2014"
147e7cb043e96059,other,"2021,2022",0.104,How do you feel about the future of this work?,Pedro : What makes me hopeful is the fact that I know the leaders at Google get it.
f2ea008a97fa976f,other,"2007,2008",0.102,Let's work together.,"At Google, we've designed a culture that helps you get there."
83b68f3472650cf0,other,2014,0.102,,Ten things we know to be true
5d4bdca66c10f05c,other,"2014,2015,2016",0.102,Going green for good,One way we try to ...
dc2f18458f6e6051,other,"2018,2019",0.102,From unconscious bias to conscious action,"Everyone is biased—science shows that’s how the human brain works. 6 We don’t expect people to rid themselves of all bias, but we want them to recognize it."
e0f3a9d3dd48632f,other,"2018,2019",0.102,Leadership,"Over the last four years, the percentage of women in leadership globally has increased from 20.8% to 25.5% (+4.7 ppts)."
e57a9624bd685b89,other,"2022,2023,2024,2025",0.101,Supporting the mental well-being of service members and Veterans through technology and resources,"The impact of service can leave Veterans quietly battling invisible injuries, including post-traumatic stress, substance use disorder, traumatic brain injury, and depression."
1ea82c2c71cb09fa,other,"2022,2023,2024",0.100,Build your future with Google,"Whether it's business or engineering & technology, we're here to help get you to your future."
0a1e3f86f82e8460,other,2017,0.099,Hiring,We're expanding the ways we find and hire our next Googlers.
7d919706ac7e6fe5,other,"2019,2020",0.099,Community inclusion,We continued our flagship Women’s Leadership Summit.
fa0f2d83e8d0569e,other,"2024,2025",0.099,Google named the world’s most inclusive brand,"Google was awarded World's Most Inclusive Brand on Kantar's 2024 Brand Inclusion Index, as well as the most inclusive brand in India."
c53fb734ba62870a,other,"2018,2019",0.098,Investing in tomorrow’s talent,"Over the past five years, we’ve grown this program to 10 schools."
e824fda11015b527,other,2025,0.098,Skin tone representation,Helping people find and support community businesses
1ee7e6d846f4d3aa,other,"2019,2020",0.097,Google diversity annual report 2019,Each year we endeavor to provide greater data transparency.
e6937c5cc1c6f766,other,2012,0.096,Ten things we know to be true,"Our founders built Google around the idea that work should be challenging, and the challenge should be fun."
dceeb654e5d1e8cd,other,"2017,2018",0.096,Building a Google that works for everyone,The truth is that we’re not there yet.
fb4fa27bc866ec86,other,2025,0.095,Fostering community and belonging for LGBTQ+ Googlers and allies through employee resource groups,Growing numbers of Googlers have continued to do so in Pride celebrations around the world every year since.
46459cc71ed5dcd5,other,2020,0.094,"Making progress on diversity, equity, and inclusion",Read our 2019 Diversity Annual Report.
d00af7797c4eeeab,other,2023,0.094,"In a world where everyone belongs, anything is possible.","DMITRI KANEVSKY: To understand and be understood, it’s absolutely unbelievable."
d3d98fd29780649c,other,2025,0.093,Ensuring more inclusive hiring practices for candidates with disabilities around the world,"Based on its impact, we made the program available to all Google employees in 2023."
d168949b14f5c3b7,other,"2019,2020",0.092,Employee Resource Groups,"This past year, the group hosted the TechTalk “Wisdom@ Work: The Making of a Modern Elder” featuring entrepreneur Chip Conley."
cfd9a5a660ea756d,other,"2012,2013,2014,2015,2016",0.090,Life at Google,Get to know who we are - from the inside out.
f1a8ce92907bbd6d,other,2023,0.090,How we’re continuing to show up for communities at work and beyond,Learn more about our actions (Opens in a New Browser Tab)
b9cbd12e797ed910,other,2025,0.090,Fostering community and belonging for LGBTQ+ Googlers and allies through employee resource groups,"In 2005, Googlers marched together in San Francisco’s Pride parade for the first time."
7c197a4751086b48,other,2007,0.089,,"One where the open exchange of ideas is encouraged and thinking beyond the norm is expected, no matter what position you happen to hold."
e1a157c1c52eab01,other,2012,0.089,More reasons to work at Google,We are one of FORTUNE's Best Companies to Work For!
fc34eaa3099399e2,other,"2017,2018,2019,2020",0.089,How we hire,"If you’re looking for a place that values your curiosity, passion, and desire to learn, if you’re seeking colleagues who are big thinkers eager to take on fresh challenges as a team, then you’re a future Googler."
01de954272488175,other,"2019,2020",0.089,Leadership representation,"We made progress in our leadership ranks, especially with regard to women."
58a7a0cfd62af2bc,other,"2021,2022",0.088,Why is belonging important at Google?,"And that’s really the journey that we’re on at Google. john : No, I think that’s extremely important."
823bb2cf89852cdc,other,"2019,2020",0.087,Leadership representation,"Over the last five years, the percentage of women in leadership globally has increased from 20.8% to 26.1% (+5.8 ppts)."
ad86f3289507cccd,other,"2021,2022",0.087,What has Google learned?,"Pedro : Well, we have to have the courage to have the conversations, and I believe that leaders really have to be role models here."
1768ca46222b565e,other,"2005,2006,2007",0.084,,"At Google, our strategy is simple: we hire great people and encourage them to make their dreams a reality."
94d7f340680a3a54,other,2008,0.084,Search openings,"At Google, our strategy is simple: we hire great people and encourage them to make their dreams a reality."
88fbabce0b540830,other,2012,0.084,What's it like to work in Los Angeles?,"Our solutions revolve around Google principles: we put the users first, we love academic endeavors and active learning, and we encourage engineers to spend 20% of their time on their own projects to inspire creativity."
805d1ac5a48c8f0a,other,"2013,2014,2015,2016",0.082,Life at Google,Take me to Life at Google Still a student?
681dbdb032adb481,other,"2019,2020",0.082,Leadership representation,"* Native American includes Native Americans, Alaska Natives, Native Hawaiian and Other Pacific Islanders as categorized by U.S. government reporting standards Globally, women hold 26.1% of Google’s leadership positions (+0.6 ppts)."
d867ae0cc7800858,other,"2019,2020",0.081,Google diversity annual report 2019,It’s been five years since we published our first Diversity Annual Report in 2014.
07cf8039abc799fa,other,"2019,2020",0.081,Leadership representation,"In the U.S., women hold 26.4% of Google’s leadership positions (+1.1 ppts)."
8d76411ad964fe0a,other,2007,0.080,,"We work hard here, and play here, and dream here."
60cc17c21f0fa83f,other,"2014,2015,2016",0.079,Creating an office for work and play,"Simply put, we aim to make our offices a place that Googlers want to be."
e568ac77aa2e67cc,other,"2018,2019",0.078,From unconscious bias to conscious action,"Research shows that when we are more aware of unconscious bias, we make more objective decisions."
b0ee9293975cd423,other,"2019,2020",0.078,Community inclusion,"This year, one winning project idea came from employees who are deaf or hard of hearing and wanted to explore ways to improve spontaneous communication."
b072cea15c70ac84,other,"2020,2021,2022",0.078,Build For Everyone,"In the past few years, we’ve doubled in size—today, we have more than 100,000 employees in 170 cities spanning nearly 60 countries."
fc60b4a2b3883e7a,other,2007,0.077,,"Search openings At Google, our strategy is simple: we hire great people and encourage them to make their dreams a reality."
64cd19267d2e7c1b,other,2008,0.077,Life at Google,"At Google, we know that every employee has something important to say, and that every employee is integral to our success."
570e8ab4dfcbbf50,other,2012,0.077,Why work at Google?,"Google has offices around the globe, from Bangalore to Zurich, but regardless of where we are, we nurture an invigorating, positive environment by hiring talented, local people who share our commitment to creating search perfection and want to have a great time doing it."
09b7edddec8751ed,other,"2014,2015",0.077,Googler's Voice,"People are at the core of who we are, and Googlers have taken all kinds of paths in their careers to get here."
4ab53f2cad2f7645,other,"2019,2020",0.077,Workforce representation,"In non-tech, representation for women increased slightly to 50.7% (+0.5 ppt) in the U.S. and to 47.9% (+0.1 ppt) globally."
8dbfb98990f9cf0e,other,"2018,2019",0.076,From unconscious bias to conscious action,"To date, 84% of Google’s people managers have taken Unconscious Bias training, and we’ve also introduced Unconscious Bias workshops into all “Noogler” (new Googler) orientations."
417e0dbb4da7dd21,other,"2019,2020",0.076,Tech hires,"We also saw solid progress in Black+ and Latinx+ tech hires: Latinx+ tech hires increased to 5.3% (+0.4 ppt), and Black+ tech hires increased to 2.8% (+0.2 ppt)."
ceaac04823912c9c,other,"2018,2019",0.075,Current workforce representation numbers,"However, we saw progress in several key areas"
a8720bec59dd189e,other,"2004,2005,2006,2007",0.072,,"In fact we have them every day: healthy, yummy, and made with love."
0810bd5c187f130d,other,2008,0.072,Top 10 Reasons to Work at Google,"In fact we have them every day: healthy, yummy, and made with love."
724e338e5615c795,other,"2019,2020",0.072,Non-tech hires,Black+ non-tech hires increased to 9.2% (+0.8 ppt)—quadruple the progress made in 2017.
354886d07048487c,other,"2021,2022",0.072,From awareness to action,Google publishes our diversity data publically.
af8c8f31d6c6332a,other,"2014,2015,2016",0.070,Creating an office for work and play,"When you want people to think creatively and push the boundaries of what’s possible, their workspace shouldn’t be a drab maze of beige cubicles."
749fcbd8981b89f0,other,2019,0.069,"Making progress on diversity, equity, and inclusion","Read our 2019 Diversity Annual Report to hear from Danielle Brown, Vice President of Employee Engagement, and Melonie Parker, Global Director of Diversity, Equity, & Inclusion, on how we plan to deliver our strategy."
0328d673b9acf866,other,"2019,2020",0.069,Hires,"* Native American includes Native Americans, Alaska Natives, Native Hawaiian and Other Pacific Islanders as categorized by U.S. government reporting standards Our hiring of women rose to 33.2% (+1.9 ppts) globally and to 34.9% (+4.5 ppts) in the U.S.; this is one of the biggest increases for any underrepresented group."
c1f728d0aef6a24b,other,"2014,2015,2016",0.068,Do Cool Things That Matter,"Watch Alan Eustace, SVP of knowledge, explain the secret ingredient that makes Google a great place to work: our people."
9a5b02577ce80d7b,other,"2022,2023",0.068,"In a world where everyone belongs, anything is possible.",FEMALE VOICE: Let’s try it out and see how it goes.
926a1c7103f41fdc,other,"2005,2006,2007",0.067,,"We value talent and intelligence, group spirit and diversity, creativity and idealism."
21d9a1cc49569b89,other,2007,0.067,,"At Google, our strategy is simple: we hire great people and support them in turning their aspirations into reality."
c38b113678c62d66,other,2014,0.067,#1: Focus on the user and all else will follow.,"Since the beginning, we’ve focused on providing the best user experience possible."
f43875e71594651a,other,"2019,2020",0.066,Attrition index by race / ethnicity,"In tech, we saw large improvements for Black+ and Latinx+ women with attrition shifting from well above the Google average to well below the Google average."
e3487998c096b753,other,"2018,2019",0.065,Leadership,Latinx representation in Google’s leadership is 1.8% (up from 1.7%).
6290d611cfb9c9c9,other,"2021,2022",0.065,What has Google learned?,"And we want to make sure that we don’t just show our successes, but that we show the areas that we need to get better as well."
81505d6924fb9f35,other,"2019,2020",0.064,A quick note about our methodology,"In last year’s Diversity Annual Report, we only counted multiracial people in a single category, which doesn't fully represent their identity."
488f03976a5ac4c8,other,"2021,2022",0.064,What has Google learned?,"It’s funny ... as a dad … the implications of becoming a dad were huge for me as an executive because as a dad you all of a sudden realize that you’re actually shaping the life of a human being, and you are shaping the way they have to look at the world."
d5ef498f960c3da3,other,"2022,2023",0.064,"In a world where everyone belongs, anything is possible.","We got to do everything different just for her.” FEMALE VOICE: Who is that, Owen?"
5b3f1b964cf10015,other,"2012,2014",0.062,Locations,"A rundown of our offices around the world, and what makes an office feel ""Googley."""
8eff5c58338787a4,other,"2018,2019",0.062,Investing in tomorrow’s talent,"And, since 2014 we’ve more than tripled the number of schools where we recruit, from 75 to 225."
749876af16dd56d3,other,"2018,2019",0.062,3. Overarching strategy,Although hiring and investing in the talent of tomorrow is critical—and we’ll continue our work here—it’s not enough.
3292b4f30998d79d,other,"2018,2019",0.061,2. Increasing transparency,"Second, we are further increasing transparency."
b636687c8aa295e6,other,2007,0.060,,"Our most valuable resource is our people: energetic, innovative thinkers who care equally about doing great work and developing a culture that's great for all our employees. • What's it like to work at Google ? • Benefits of working at Google • Google celebrates diversity • The engineer's life at Google and what we do . • Information for students What's going on at Google? • Check out our newest videos • Google recognized by Fortune Magazine among 100 Best Companies to Work For • Google announces partnership with Teach for America. • Google selected by U.S. undergraduate and MBA students as an ideal employer in 2006 Universum Survey . • Check our Google Blog or subscribe to the Google Friends newsletter ."
cc2d23e60903d9f2,other,2008,0.060,Life at Google,"Google is not a conventional company, and we don’t intend to become one."
996cfd5e1bfd7ee7,other,2012,0.060,Why work at Google?,"Google is not a conventional company, and we don’t intend to become one."
b1d8a5abe639f59b,other,2008,0.059,Life at Google,"Google is not a conventional company, and we don't intend to become one."
417715526be35ee7,other,"2019,2020",0.059,Google diversity annual report 2019,"As we reflect on the last five years, here are three things we’ve learned:"
38b07efdece5834c,other,"2019,2020",0.058,Intersectional workforce representation,Representation of Native American+ women is 0.3%.
68b99bde59b702cb,other,"2019,2020",0.057,Workforce representation,"Now that we’ve looked at who joined Google and who left Google in 2018, let’s take a look at where our workforce representation stands overall."
08aecc0d7edb1917,other,"2018,2019",0.056,Our accelerated approach to diversity and inclusion,"Read our 2018 Diversity Annual Report to hear from Danielle Brown, VP - Chief Diversity & Inclusion Officer, on how we plan to deliver our strategy."
d69005e4d5249671,other,"2019,2020",0.056,Attrition index,"However, the group with the highest attrition rate at Google remains Black+."
8cdce2d9b5e746e6,other,"2022,2023",0.056,"In a world where everyone belongs, anything is possible.",THOMAS PANEK: The safest thing for a blind person to do is to sit still.
3c9d189a141f99e8,other,"2018,2019",0.055,Current workforce representation numbers,"Women make up 30.9% of our global workforce, and men 69.1%. 2 In terms of race and ethnicity (U.S. data only) 2.5% of Google’s workforce is Black; 3.6% is Hispanic/Latinx; 3 36.3% is Asian; 4.2% is multiracial (two or more races); 0.3% are Native American, 4 Alaska Native, Native Hawaiian or Pacific Islander; and, 53.1% is White."
50a7b580bf30df89,other,"2020,2021,2022",0.055,"Our approach to diversity, equity, and inclusion",Here’s how we’re approaching that work.
e065d621e8d94e5b,other,"2021,2022",0.055,From awareness to action,Unconscious bias training launches and is completed by more than 50% of employees around the world.
97ec02c2ba5c2e55,other,"2021,2022",0.055,From awareness to action,"By 2020, it has been completed by more than 84% of Google’s people managers."
38777d3f3bdb08ba,other,"2022,2023,2024,2025",0.055,How we’re building belonging for the military-affiliated community at Google,VetNet also shares tips and highlights from the military-affiliated community at Google through a YouTube video series .
aa301216c0422b76,other,2025,0.055,1 Offering tools for wellbeing and growth,"We offer generous benefits and targeted programs to support the whole person, no matter who you are."
e2b1348f7f3b737b,other,2004,0.054,,Here's a glimpse into a typical day in the life.
fe15207f2cdbbb71,other,2007,0.054,,"Our most valuable resource is our people: energetic, innovative thinkers who care equally about doing great work and developing a culture that's great for all our employees. • What's it like to work at Google? • Benefits of working at Google • The engineer's life at Google and what we do . • Information for students What's going on at Google? • Google recognized by Fortune Magazine among 100 Best Companies to Work For • Google announces partnership with Teach for America. • Google Anita Borg Scholarship accepting US and Europe applications until January 2007. • Google selected by U.S. undergraduate and MBA students as an ideal employer in 2006 Universum Survey . • Google Ireland recognized among Best Companies to Work For . • Check our Google Blog or subscribe to the Google Friends newsletter ."
0b16366f45f14b5a,other,"2018,2019",0.054,Investing in tomorrow’s talent,"And in the fall, we’ll add three additional schools, including two HSIs."
38321242f42c637b,other,"2019,2020",0.054,New demographic data,To date we’ve reported race data for our U.S. workforce and binary gender data for our global workforce.
8f953b4abeff1056,other,"2021,2022",0.054,What has Google learned?,"At the same time, pointing in the direction of how each and every one of their team members can find the resources to progress and evolve."
b3cf08de984b0d33,other,2024,0.054,Relief for Israel and Gaza,Read the message from our CEO (Opens in a New Browser Tab)
23da7b0292ff4d65,other,"2006,2007",0.053,,Find an opening in the U.S.
64f62782f5a89879,other,"2014,2015",0.053,Googler's Voice,Learn more about what we do and some of the choices we’ve made along the way.
86976a9b20b9240e,other,"2018,2019",0.053,Conclusion,"Our strategy doesn’t provide all the answers, but we believe it will help us find them."
5a8cdfbcbad45e31,other,"2019,2020",0.053,New demographic data,"While we’re encouraged that 39% of employees have chosen to self-ID thus far, we’re also conscious that this is not representative of our entire workforce."
d36a44f6934f3665,other,"2023,2025",0.052,Ensuring equity in benefits and healthcare for LGBTQ+ Googlers,We’ve offered coverage for gender affirming surgery and related services for Googlers in the U.S. since 2011.
f90fcdea22b6d209,other,"2019,2020",0.051,Product area highlights,"And I care even more about the people who build our products, and the people who use our products."
